iteracion,max_depth,min_child_weight,subsample,colsample_bytree,eta,gamma,lambda,alpha,optntrees,minerror,sensibilidad,kappa
10713,7,5,0.7,0.6,0.01,0.01,0.01,0.1,130,0.6408106859773397,0.7105263157894737,0.7316636851520573
10714,7,5,0.7,0.6,0.01,0.01,0.01,1,82,0.64632732629776,0.42105263157894735,0.46377502383222113
10715,7,5,0.7,0.6,0.01,0.01,0.01,10,14,0.6726286439597607,0.0,0.0
10716,7,5,0.7,0.6,0.01,0.01,0.01,100,1,0.672785379588604,0.0,0.0
10717,7,5,0.7,0.6,0.01,0.01,0.1,0,130,0.6412353532016277,0.7105263157894737,0.7316636851520573
10718,7,5,0.7,0.6,0.01,0.01,0.1,0.001,130,0.6412362111359835,0.7105263157894737,0.7316636851520573
10719,7,5,0.7,0.6,0.01,0.01,0.1,0.01,130,0.6412550427764654,0.7105263157894737,0.7316636851520573
10720,7,5,0.7,0.6,0.01,0.01,0.1,0.1,130,0.6407676906138658,0.7105263157894737,0.7316636851520573
10721,7,5,0.7,0.6,0.01,0.01,0.1,1,82,0.646642836779356,0.4342105263157895,0.47718631178707227
10722,7,5,0.7,0.6,0.01,0.01,0.1,10,14,0.6726300165057182,0.0,0.0
10723,7,5,0.7,0.6,0.01,0.01,0.1,100,1,0.672785379588604,0.0,0.0
10724,7,5,0.7,0.6,0.01,0.01,1,0,82,0.6456697878241539,0.4473684210526316,0.490521327014218
10725,7,5,0.7,0.6,0.01,0.01,1,0.001,82,0.6456716494262219,0.4473684210526316,0.490521327014218
10726,7,5,0.7,0.6,0.01,0.01,1,0.01,82,0.6458174696564675,0.4473684210526316,0.490521327014218
10727,7,5,0.7,0.6,0.01,0.01,1,0.1,82,0.6463091233372688,0.4605263157894737,0.503780718336484
10728,7,5,0.7,0.6,0.01,0.01,1,1,82,0.6480804382264613,0.40789473684210525,0.46069031639501434
10729,7,5,0.7,0.6,0.01,0.01,1,10,14,0.6727057902514935,0.0,0.0
10730,7,5,0.7,0.6,0.01,0.01,1,100,1,0.672785379588604,0.0,0.0
10731,7,5,0.7,0.6,0.01,0.01,10,0,179,0.6489014761149885,0.5263157894736842,0.5689655172413793
10732,7,5,0.7,0.6,0.01,0.01,10,0.001,179,0.6489032278954984,0.5263157894736842,0.5689655172413793
10733,7,5,0.7,0.6,0.01,0.01,10,0.01,179,0.6490087974071501,0.5263157894736842,0.5689655172413793
10734,7,5,0.7,0.6,0.01,0.01,10,0.1,179,0.6493210768699647,0.5263157894736842,0.5689655172413793
10735,7,5,0.7,0.6,0.01,0.01,10,1,291,0.643756328970194,0.6842105263157895,0.6973094170403588
10736,7,5,0.7,0.6,0.01,0.01,10,10,1,0.672785379588604,0.0,0.0
10737,7,5,0.7,0.6,0.01,0.01,10,100,1,0.672785379588604,0.0,0.0
10738,7,5,0.7,0.6,0.01,0.01,100,0,389,0.6621441446244718,0.039473684210526314,0.04848800834202294
10739,7,5,0.7,0.6,0.01,0.01,100,0.001,389,0.6621451850235462,0.039473684210526314,0.04848800834202294
10740,7,5,0.7,0.6,0.01,0.01,100,0.01,389,0.6621546341478826,0.039473684210526314,0.04848800834202294
10741,7,5,0.7,0.6,0.01,0.01,100,0.1,389,0.6622741958498957,0.039473684210526314,0.04848800834202294
10742,7,5,0.7,0.6,0.01,0.01,100,1,389,0.6633310736715794,0.013157894736842105,0.01626442812172102
10743,7,5,0.7,0.6,0.01,0.01,100,10,2,0.6727805110812187,0.0,0.0
10744,7,5,0.7,0.6,0.01,0.01,100,100,1,0.672785379588604,0.0,0.0
10745,7,5,0.7,0.6,0.01,0.1,0.01,0,130,0.6411822512745857,0.7105263157894737,0.7316636851520573
10746,7,5,0.7,0.6,0.01,0.1,0.01,0.001,130,0.6411830606311559,0.7105263157894737,0.7316636851520573
10747,7,5,0.7,0.6,0.01,0.1,0.01,0.01,130,0.6412669248878956,0.7105263157894737,0.7316636851520573
10748,7,5,0.7,0.6,0.01,0.1,0.01,0.1,130,0.640803637728095,0.7105263157894737,0.7316636851520573
10749,7,5,0.7,0.6,0.01,0.1,0.01,1,82,0.6463809660077093,0.42105263157894735,0.46377502383222113
10750,7,5,0.7,0.6,0.01,0.1,0.01,10,10,0.6727253180742263,0.0,0.0
10751,7,5,0.7,0.6,0.01,0.1,0.01,100,1,0.672785379588604,0.0,0.0
10752,7,5,0.7,0.6,0.01,0.1,0.1,0,148,0.6400580272823572,0.7368421052631579,0.755338078291815
10753,7,5,0.7,0.6,0.01,0.1,0.1,0.001,130,0.6415244876593351,0.7105263157894737,0.7316636851520573
10754,7,5,0.7,0.6,0.01,0.1,0.1,0.01,130,0.641278819218278,0.7105263157894737,0.7316636851520573
10755,7,5,0.7,0.6,0.01,0.1,0.1,0.1,130,0.6410461992025376,0.7105263157894737,0.7316636851520573
10756,7,5,0.7,0.6,0.01,0.1,0.1,1,82,0.6466765445470809,0.4342105263157895,0.47718631178707227
10757,7,5,0.7,0.6,0.01,0.1,0.1,10,10,0.6727262648940087,0.0,0.0
10758,7,5,0.7,0.6,0.01,0.1,0.1,100,1,0.672785379588604,0.0,0.0
10759,7,5,0.7,0.6,0.01,0.1,1,0,82,0.6458835771679878,0.4473684210526316,0.490521327014218
10760,7,5,0.7,0.6,0.01,0.1,1,0.001,82,0.6458853672444821,0.4473684210526316,0.490521327014218
10761,7,5,0.7,0.6,0.01,0.1,1,0.01,82,0.6456266008317472,0.4473684210526316,0.490521327014218
10762,7,5,0.7,0.6,0.01,0.1,1,0.1,82,0.6462903089821339,0.4605263157894737,0.503780718336484
10763,7,5,0.7,0.6,0.01,0.1,1,1,82,0.6480581240355969,0.40789473684210525,0.46069031639501434
10764,7,5,0.7,0.6,0.01,0.1,1,10,10,0.6727025867998601,0.0,0.0
10765,7,5,0.7,0.6,0.01,0.1,1,100,1,0.672785379588604,0.0,0.0
10766,7,5,0.7,0.6,0.01,0.1,10,0,179,0.6489242729544641,0.5263157894736842,0.5689655172413793
10767,7,5,0.7,0.6,0.01,0.1,10,0.001,179,0.6489092390239238,0.5263157894736842,0.5689655172413793
10768,7,5,0.7,0.6,0.01,0.1,10,0.01,179,0.6489094895124434,0.5263157894736842,0.5689655172413793
10769,7,5,0.7,0.6,0.01,0.1,10,0.1,179,0.6493197219073773,0.5131578947368421,0.5560747663551402
10770,7,5,0.7,0.6,0.01,0.1,10,1,291,0.643719803094864,0.6842105263157895,0.6973094170403588
10771,7,5,0.7,0.6,0.01,0.1,10,10,1,0.672785379588604,0.0,0.0
10772,7,5,0.7,0.6,0.01,0.1,10,100,1,0.672785379588604,0.0,0.0
10773,7,5,0.7,0.6,0.01,0.1,100,0,389,0.6624937947094439,0.039473684210526314,0.04848800834202294
10774,7,5,0.7,0.6,0.01,0.1,100,0.001,389,0.6624947685003282,0.039473684210526314,0.04848800834202294
10775,7,5,0.7,0.6,0.01,0.1,100,0.01,389,0.6625036914646626,0.039473684210526314,0.04848800834202294
10776,7,5,0.7,0.6,0.01,0.1,100,0.1,389,0.6626239581406116,0.039473684210526314,0.04848800834202294
10777,7,5,0.7,0.6,0.01,0.1,100,1,389,0.6637100887298584,0.02631578947368421,0.0324267782426777
10778,7,5,0.7,0.6,0.01,0.1,100,10,1,0.672785379588604,0.0,0.0
10779,7,5,0.7,0.6,0.01,0.1,100,100,1,0.672785379588604,0.0,0.0
10780,7,5,0.7,0.6,0.01,5,0.01,0,108,0.6476178993284702,0.631578947368421,0.6590909090909092
10781,7,5,0.7,0.6,0.01,5,0.01,0.001,108,0.6475154756754635,0.631578947368421,0.6590909090909092
10782,7,5,0.7,0.6,0.01,5,0.01,0.01,108,0.6474435686320066,0.6447368421052632,0.671350861287398
10783,7,5,0.7,0.6,0.01,5,0.01,0.1,108,0.6487038423866034,0.6447368421052632,0.671350861287398
10784,7,5,0.7,0.6,0.01,5,0.01,1,82,0.6551018050312996,0.32894736842105265,0.36770428015564205
10785,7,5,0.7,0.6,0.01,5,0.01,10,1,0.672785379588604,0.0,0.0
10786,7,5,0.7,0.6,0.01,5,0.01,100,1,0.672785379588604,0.0,0.0
10787,7,5,0.7,0.6,0.01,5,0.1,0,108,0.6481276319921017,0.6447368421052632,0.671350861287398
10788,7,5,0.7,0.6,0.01,5,0.1,0.001,108,0.6484714506566525,0.631578947368421,0.6590909090909092
10789,7,5,0.7,0.6,0.01,5,0.1,0.01,108,0.6481638947129249,0.618421052631579,0.6467639015496809
10790,7,5,0.7,0.6,0.01,5,0.1,0.1,102,0.6491678273677826,0.5789473684210527,0.609375
10791,7,5,0.7,0.6,0.01,5,0.1,1,82,0.6558906783163547,0.3157894736842105,0.35365853658536583
10792,7,5,0.7,0.6,0.01,5,0.1,10,1,0.672785379588604,0.0,0.0
10793,7,5,0.7,0.6,0.01,5,0.1,100,1,0.672785379588604,0.0,0.0
10794,7,5,0.7,0.6,0.01,5,1,0,82,0.6519115962088108,0.3684210526315789,0.39903846153846145
10795,7,5,0.7,0.6,0.01,5,1,0.001,82,0.6519132575392723,0.3684210526315789,0.39903846153846145
10796,7,5,0.7,0.6,0.01,5,1,0.01,82,0.6519282387197018,0.3684210526315789,0.39903846153846145
10797,7,5,0.7,0.6,0.01,5,1,0.1,82,0.6523754298686981,0.3684210526315789,0.409353905496625
10798,7,5,0.7,0.6,0.01,5,1,1,70,0.6583817975223065,0.17105263157894737,0.20374115267947424
10799,7,5,0.7,0.6,0.01,5,1,10,1,0.672785379588604,0.0,0.0
10800,7,5,0.7,0.6,0.01,5,1,100,1,0.672785379588604,0.0,0.0
10801,7,5,0.7,0.6,0.01,5,10,0,82,0.6671060475707054,0.0,0.0
10802,7,5,0.7,0.6,0.01,5,10,0.001,82,0.6671065577864647,0.0,0.0
10803,7,5,0.7,0.6,0.01,5,10,0.01,82,0.6671456316113472,0.0,0.0
10804,7,5,0.7,0.6,0.01,5,10,0.1,82,0.667477950900793,0.0,0.0
10805,7,5,0.7,0.6,0.01,5,10,1,49,0.6705247549712657,0.0,0.0
10806,7,5,0.7,0.6,0.01,5,10,10,1,0.672785379588604,0.0,0.0
10807,7,5,0.7,0.6,0.01,5,10,100,1,0.672785379588604,0.0,0.0
10808,7,5,0.7,0.6,0.01,5,100,0,1,0.6727829357981683,0.0,0.0
10809,7,5,0.7,0.6,0.01,5,100,0.001,1,0.6727829304337501,0.0,0.0
10810,7,5,0.7,0.6,0.01,5,100,0.01,1,0.6727829599380494,0.0,0.0
10811,7,5,0.7,0.6,0.01,5,100,0.1,1,0.6727832230925561,0.0,0.0
10812,7,5,0.7,0.6,0.01,5,100,1,1,0.67278504550457,0.0,0.0
10813,7,5,0.7,0.6,0.01,5,100,10,1,0.672785379588604,0.0,0.0
10814,7,5,0.7,0.6,0.01,5,100,100,1,0.672785379588604,0.0,0.0
10815,7,5,0.7,0.6,0.01,10,0.01,0,70,0.6609890449047089,0.14473684210526316,0.17344862665310257
10816,7,5,0.7,0.6,0.01,10,0.01,0.001,70,0.6609900830686093,0.14473684210526316,0.17344862665310257
10817,7,5,0.7,0.6,0.01,10,0.01,0.01,70,0.6609993834793568,0.14473684210526316,0.17344862665310257
10818,7,5,0.7,0.6,0.01,10,0.01,0.1,70,0.662835968285799,0.11842105263157894,0.14278403275332652
10819,7,5,0.7,0.6,0.01,10,0.01,1,70,0.6665134619176387,0.0,0.0
10820,7,5,0.7,0.6,0.01,10,0.01,10,1,0.672785379588604,0.0,0.0
10821,7,5,0.7,0.6,0.01,10,0.01,100,1,0.672785379588604,0.0,0.0
10822,7,5,0.7,0.6,0.01,10,0.1,0,70,0.6622186532616615,0.14473684210526316,0.17344862665310257
10823,7,5,0.7,0.6,0.01,10,0.1,0.001,70,0.6622195932269097,0.14473684210526316,0.17344862665310257
10824,7,5,0.7,0.6,0.01,10,0.1,0.01,70,0.6622442077100276,0.14473684210526316,0.17344862665310257
10825,7,5,0.7,0.6,0.01,10,0.1,0.1,70,0.662532962858677,0.11842105263157894,0.14278403275332652
10826,7,5,0.7,0.6,0.01,10,0.1,1,70,0.6666636027395726,0.0,0.0
10827,7,5,0.7,0.6,0.01,10,0.1,10,1,0.672785379588604,0.0,0.0
10828,7,5,0.7,0.6,0.01,10,0.1,100,1,0.672785379588604,0.0,0.0
10829,7,5,0.7,0.6,0.01,10,1,0,70,0.6645467443764209,0.039473684210526314,0.04848800834202294
10830,7,5,0.7,0.6,0.01,10,1,0.001,70,0.6645475426316262,0.039473684210526314,0.04848800834202294
10831,7,5,0.7,0.6,0.01,10,1,0.01,70,0.6645637668669224,0.039473684210526314,0.04848800834202294
10832,7,5,0.7,0.6,0.01,10,1,0.1,70,0.6653940708935261,0.02631578947368421,0.0324267782426777
10833,7,5,0.7,0.6,0.01,10,1,1,70,0.6690636879205704,0.0,0.0
10834,7,5,0.7,0.6,0.01,10,1,10,1,0.672785379588604,0.0,0.0
10835,7,5,0.7,0.6,0.01,10,1,100,1,0.672785379588604,0.0,0.0
10836,7,5,0.7,0.6,0.01,10,10,0,1,0.6727769795060159,0.0,0.0
10837,7,5,0.7,0.6,0.01,10,10,0.001,1,0.6727769759297371,0.0,0.0
10838,7,5,0.7,0.6,0.01,10,10,0.01,1,0.6727770829200745,0.0,0.0
10839,7,5,0.7,0.6,0.01,10,10,0.1,1,0.6727779915928841,0.0,0.0
10840,7,5,0.7,0.6,0.01,10,10,1,1,0.6727842992544174,0.0,0.0
10841,7,5,0.7,0.6,0.01,10,10,10,1,0.672785379588604,0.0,0.0
10842,7,5,0.7,0.6,0.01,10,10,100,1,0.672785379588604,0.0,0.0
10843,7,5,0.7,0.6,0.01,10,100,0,1,0.6727829357981683,0.0,0.0
10844,7,5,0.7,0.6,0.01,10,100,0.001,1,0.6727829304337501,0.0,0.0
10845,7,5,0.7,0.6,0.01,10,100,0.01,1,0.6727829599380494,0.0,0.0
10846,7,5,0.7,0.6,0.01,10,100,0.1,1,0.6727832230925561,0.0,0.0
10847,7,5,0.7,0.6,0.01,10,100,1,1,0.67278504550457,0.0,0.0
10848,7,5,0.7,0.6,0.01,10,100,10,1,0.672785379588604,0.0,0.0
10849,7,5,0.7,0.6,0.01,10,100,100,1,0.672785379588604,0.0,0.0
10850,7,5,0.7,0.6,0.1,0.001,0.01,0,33,0.6274250800162553,0.8289473684210527,0.8050259965337955
10851,7,5,0.7,0.6,0.1,0.001,0.01,0.001,33,0.6274205643497408,0.8289473684210527,0.8050259965337955
10852,7,5,0.7,0.6,0.1,0.001,0.01,0.01,33,0.6269790844246745,0.8289473684210527,0.8050259965337955
10853,7,5,0.7,0.6,0.1,0.001,0.01,0.1,24,0.6297637172788382,0.8157894736842105,0.7936576889661164
10854,7,5,0.7,0.6,0.1,0.001,0.01,1,33,0.6239989059418439,0.7894736842105263,0.7810858143607706
10855,7,5,0.7,0.6,0.1,0.001,0.01,10,50,0.6662167814373972,0.35526315789473684,0.3955512572533849
10856,7,5,0.7,0.6,0.1,0.001,0.01,100,1,0.672785379588604,0.0,0.0
10857,7,5,0.7,0.6,0.1,0.001,0.1,0,24,0.6293688526377081,0.75,0.7462488967343337
10858,7,5,0.7,0.6,0.1,0.001,0.1,0.001,24,0.6305994730815292,0.75,0.7462488967343337
10859,7,5,0.7,0.6,0.1,0.001,0.1,0.01,24,0.6305718671157956,0.75,0.7462488967343337
10860,7,5,0.7,0.6,0.1,0.001,0.1,0.1,32,0.6201010268554091,0.8026315789473685,0.8029772329246936
10861,7,5,0.7,0.6,0.1,0.001,0.1,1,33,0.6234123536571861,0.8157894736842105,0.8248686514886164
10862,7,5,0.7,0.6,0.1,0.001,0.1,10,50,0.6662586236000061,0.35526315789473684,0.3955512572533849
10863,7,5,0.7,0.6,0.1,0.001,0.1,100,1,0.672785379588604,0.0,0.0
10864,7,5,0.7,0.6,0.1,0.001,1,0,33,0.6377867438271642,0.7894736842105263,0.7914837576821774
10865,7,5,0.7,0.6,0.1,0.001,1,0.001,33,0.6391675657778978,0.7894736842105263,0.7914837576821774
10866,7,5,0.7,0.6,0.1,0.001,1,0.01,33,0.6401333165541292,0.7894736842105263,0.7914837576821774
10867,7,5,0.7,0.6,0.1,0.001,1,0.1,33,0.6367922150343657,0.7631578947368421,0.7579225352112676
10868,7,5,0.7,0.6,0.1,0.001,1,1,27,0.632457639053464,0.7105263157894737,0.7212310437109724
10869,7,5,0.7,0.6,0.1,0.001,1,10,50,0.6671506355702878,0.3815789473684211,0.423076923076923
10870,7,5,0.7,0.6,0.1,0.001,1,100,1,0.672785379588604,0.0,0.0
10871,7,5,0.7,0.6,0.1,0.001,10,0,31,0.6384588890522718,0.6710526315789473,0.685251798561151
10872,7,5,0.7,0.6,0.1,0.001,10,0.001,31,0.6384603321552277,0.6710526315789473,0.685251798561151
10873,7,5,0.7,0.6,0.1,0.001,10,0.01,31,0.6384729531407356,0.6710526315789473,0.685251798561151
10874,7,5,0.7,0.6,0.1,0.001,10,0.1,31,0.6391053214669228,0.6973684210526315,0.6886120996441281
10875,7,5,0.7,0.6,0.1,0.001,10,1,31,0.6441387680917979,0.6710526315789473,0.685251798561151
10876,7,5,0.7,0.6,0.1,0.001,10,10,14,0.6721596094965934,0.0,0.0
10877,7,5,0.7,0.6,0.1,0.001,10,100,1,0.672785379588604,0.0,0.0
10878,7,5,0.7,0.6,0.1,0.001,100,0,82,0.6537715166807174,0.42105263157894735,0.46377502383222113
10879,7,5,0.7,0.6,0.1,0.001,100,0.001,82,0.6537730179727077,0.42105263157894735,0.46377502383222113
10880,7,5,0.7,0.6,0.1,0.001,100,0.01,82,0.6537865018844605,0.40789473684210525,0.4502868068833652
10881,7,5,0.7,0.6,0.1,0.001,100,0.1,82,0.6537857827544211,0.40789473684210525,0.4502868068833652
10882,7,5,0.7,0.6,0.1,0.001,100,1,82,0.6544903188943862,0.3815789473684211,0.423076923076923
10883,7,5,0.7,0.6,0.1,0.001,100,10,14,0.672674208432436,0.0,0.0
10884,7,5,0.7,0.6,0.1,0.001,100,100,1,0.672785379588604,0.0,0.0
10885,7,5,0.7,0.6,0.1,0.01,0.01,0,33,0.6274250800162553,0.8289473684210527,0.8050259965337955
10886,7,5,0.7,0.6,0.1,0.01,0.01,0.001,33,0.6274205643497408,0.8289473684210527,0.8050259965337955
10887,7,5,0.7,0.6,0.1,0.01,0.01,0.01,33,0.6269790844246745,0.8289473684210527,0.8050259965337955
10888,7,5,0.7,0.6,0.1,0.01,0.01,0.1,24,0.6297637172788382,0.8157894736842105,0.7936576889661164
10889,7,5,0.7,0.6,0.1,0.01,0.01,1,33,0.6246211426332593,0.7894736842105263,0.7810858143607706
10890,7,5,0.7,0.6,0.1,0.01,0.01,10,14,0.6708037562668323,0.0,0.0
10891,7,5,0.7,0.6,0.1,0.01,0.01,100,1,0.672785379588604,0.0,0.0
10892,7,5,0.7,0.6,0.1,0.01,0.1,0,24,0.6293688526377081,0.75,0.7462488967343337
10893,7,5,0.7,0.6,0.1,0.01,0.1,0.001,24,0.6305994730815292,0.75,0.7462488967343337
10894,7,5,0.7,0.6,0.1,0.01,0.1,0.01,24,0.6305718671157956,0.75,0.7462488967343337
10895,7,5,0.7,0.6,0.1,0.01,0.1,0.1,32,0.6201010268554091,0.8026315789473685,0.8029772329246936
10896,7,5,0.7,0.6,0.1,0.01,0.1,1,33,0.6234213778376579,0.8157894736842105,0.8248686514886164
10897,7,5,0.7,0.6,0.1,0.01,0.1,10,14,0.670820395797491,0.0,0.0
10898,7,5,0.7,0.6,0.1,0.01,0.1,100,1,0.672785379588604,0.0,0.0
10899,7,5,0.7,0.6,0.1,0.01,1,0,33,0.6377867438271642,0.7894736842105263,0.7914837576821774
10900,7,5,0.7,0.6,0.1,0.01,1,0.001,33,0.6391675657778978,0.7894736842105263,0.7914837576821774
10901,7,5,0.7,0.6,0.1,0.01,1,0.01,33,0.6401333165541292,0.7894736842105263,0.7914837576821774
10902,7,5,0.7,0.6,0.1,0.01,1,0.1,33,0.6367922150343657,0.7631578947368421,0.7579225352112676
10903,7,5,0.7,0.6,0.1,0.01,1,1,35,0.6322748379409313,0.7631578947368421,0.7579225352112676
10904,7,5,0.7,0.6,0.1,0.01,1,10,14,0.671822179555893,0.0,0.0
10905,7,5,0.7,0.6,0.1,0.01,1,100,1,0.672785379588604,0.0,0.0
10906,7,5,0.7,0.6,0.1,0.01,10,0,31,0.6384588890522718,0.6578947368421053,0.6524663677130045
10907,7,5,0.7,0.6,0.1,0.01,10,0.001,31,0.6384603321552277,0.6578947368421053,0.6524663677130045
10908,7,5,0.7,0.6,0.1,0.01,10,0.01,31,0.6384729531407356,0.6578947368421053,0.6524663677130045
10909,7,5,0.7,0.6,0.1,0.01,10,0.1,31,0.6391053214669228,0.6973684210526315,0.6886120996441281
10910,7,5,0.7,0.6,0.1,0.01,10,1,31,0.6441387680917979,0.6710526315789473,0.685251798561151
10911,7,5,0.7,0.6,0.1,0.01,10,10,1,0.672785379588604,0.0,0.0
10912,7,5,0.7,0.6,0.1,0.01,10,100,1,0.672785379588604,0.0,0.0
10913,7,5,0.7,0.6,0.1,0.01,100,0,82,0.6536930118501187,0.42105263157894735,0.46377502383222113
10914,7,5,0.7,0.6,0.1,0.01,100,0.001,82,0.6536945323646068,0.42105263157894735,0.46377502383222113
10915,7,5,0.7,0.6,0.1,0.01,100,0.01,82,0.6537081828713418,0.40789473684210525,0.4502868068833652
10916,7,5,0.7,0.6,0.1,0.01,100,0.1,82,0.6537723731994629,0.40789473684210525,0.4502868068833652
10917,7,5,0.7,0.6,0.1,0.01,100,1,82,0.654572919756174,0.3815789473684211,0.423076923076923
10918,7,5,0.7,0.6,0.1,0.01,100,10,2,0.6727380204200745,0.0,0.0
10919,7,5,0.7,0.6,0.1,0.01,100,100,1,0.672785379588604,0.0,0.0
10920,7,5,0.7,0.6,0.1,0.1,0.01,0,24,0.629854730963707,0.7631578947368421,0.7475856014047411
10921,7,5,0.7,0.6,0.1,0.1,0.01,0.001,24,0.6298512917384506,0.7631578947368421,0.7475856014047411
10922,7,5,0.7,0.6,0.1,0.1,0.01,0.01,24,0.6298194781318307,0.7631578947368421,0.7475856014047411
10923,7,5,0.7,0.6,0.1,0.1,0.01,0.1,24,0.6292545716464519,0.8157894736842105,0.7936576889661164
10924,7,5,0.7,0.6,0.1,0.1,0.01,1,33,0.6228256407752634,0.7763157894736842,0.7695346795434592
10925,7,5,0.7,0.6,0.1,0.1,0.01,10,10,0.6713277019560338,0.0,0.0
10926,7,5,0.7,0.6,0.1,0.1,0.01,100,1,0.672785379588604,0.0,0.0
10927,7,5,0.7,0.6,0.1,0.1,0.1,0,24,0.6305688215792179,0.75,0.7462488967343337
10928,7,5,0.7,0.6,0.1,0.1,0.1,0.001,24,0.6305656584724784,0.75,0.7462488967343337
10929,7,5,0.7,0.6,0.1,0.1,0.1,0.01,24,0.6297247382625938,0.75,0.7462488967343337
10930,7,5,0.7,0.6,0.1,0.1,0.1,0.1,25,0.6215121055766939,0.7763157894736842,0.7799295774647887
10931,7,5,0.7,0.6,0.1,0.1,0.1,1,33,0.6227342753857374,0.8157894736842105,0.8144104803493449
10932,7,5,0.7,0.6,0.1,0.1,0.1,10,10,0.6713402478396893,0.0,0.0
10933,7,5,0.7,0.6,0.1,0.1,0.1,100,1,0.672785379588604,0.0,0.0
10934,7,5,0.7,0.6,0.1,0.1,1,0,12,0.6517957260459661,0.5921052631578947,0.6219065077910174
10935,7,5,0.7,0.6,0.1,0.1,1,0.001,12,0.6517955186218023,0.5921052631578947,0.6219065077910174
10936,7,5,0.7,0.6,0.1,0.1,1,0.01,33,0.640212772153318,0.7894736842105263,0.7914837576821774
10937,7,5,0.7,0.6,0.1,0.1,1,0.1,33,0.6362658283114434,0.7368421052631579,0.7345132743362832
10938,7,5,0.7,0.6,0.1,0.1,1,1,25,0.6342878594994544,0.7236842105263158,0.7330960854092528
10939,7,5,0.7,0.6,0.1,0.1,1,10,10,0.671935319006443,0.0,0.0
10940,7,5,0.7,0.6,0.1,0.1,1,100,1,0.672785379588604,0.0,0.0
10941,7,5,0.7,0.6,0.1,0.1,10,0,31,0.6391051185876131,0.6973684210526315,0.6886120996441281
10942,7,5,0.7,0.6,0.1,0.1,10,0.001,31,0.6391066227853297,0.6973684210526315,0.6886120996441281
10943,7,5,0.7,0.6,0.1,0.1,10,0.01,31,0.6391197802126408,0.6973684210526315,0.6886120996441281
10944,7,5,0.7,0.6,0.1,0.1,10,0.1,31,0.6387446198612452,0.6973684210526315,0.6886120996441281
10945,7,5,0.7,0.6,0.1,0.1,10,1,31,0.6437195932120086,0.6842105263157895,0.6869409660107335
10946,7,5,0.7,0.6,0.1,0.1,10,10,1,0.672785379588604,0.0,0.0
10947,7,5,0.7,0.6,0.1,0.1,10,100,1,0.672785379588604,0.0,0.0
10948,7,5,0.7,0.6,0.1,0.1,100,0,82,0.6539481252431869,0.39473684210526316,0.4367209971236816
10949,7,5,0.7,0.6,0.1,0.1,100,0.001,82,0.6539495588839055,0.39473684210526316,0.4367209971236816
10950,7,5,0.7,0.6,0.1,0.1,100,0.01,82,0.6539624375104904,0.39473684210526316,0.4367209971236816
10951,7,5,0.7,0.6,0.1,0.1,100,0.1,82,0.6539843438565731,0.39473684210526316,0.4367209971236816
10952,7,5,0.7,0.6,0.1,0.1,100,1,82,0.6556104105710984,0.39473684210526316,0.4367209971236816
10953,7,5,0.7,0.6,0.1,0.1,100,10,1,0.672785379588604,0.0,0.0
10954,7,5,0.7,0.6,0.1,0.1,100,100,1,0.672785379588604,0.0,0.0
10955,7,5,0.7,0.6,0.1,5,0.01,0,26,0.6411374880373478,0.7105263157894737,0.7108540925266904
10956,7,5,0.7,0.6,0.1,5,0.01,0.001,26,0.641136511862278,0.6842105263157895,0.6663701067615658
10957,7,5,0.7,0.6,0.1,5,0.01,0.01,26,0.6424337866157294,0.6842105263157895,0.6663701067615658
10958,7,5,0.7,0.6,0.1,5,0.01,0.1,26,0.6494044198095799,0.6973684210526315,0.6783496007098491
10959,7,5,0.7,0.6,0.1,5,0.01,1,29,0.653780085220933,0.6578947368421053,0.6524663677130045
10960,7,5,0.7,0.6,0.1,5,0.01,10,1,0.672785379588604,0.0,0.0
10961,7,5,0.7,0.6,0.1,5,0.01,100,1,0.672785379588604,0.0,0.0
10962,7,5,0.7,0.6,0.1,5,0.1,0,26,0.651077114418149,0.6842105263157895,0.6663701067615658
10963,7,5,0.7,0.6,0.1,5,0.1,0.001,26,0.651075085401535,0.6842105263157895,0.6663701067615658
10964,7,5,0.7,0.6,0.1,5,0.1,0.01,26,0.6498385752737523,0.6842105263157895,0.6663701067615658
10965,7,5,0.7,0.6,0.1,5,0.1,0.1,26,0.6497665150463581,0.6842105263157895,0.676628010704728
10966,7,5,0.7,0.6,0.1,5,0.1,1,25,0.6524632021784782,0.6578947368421053,0.6422182468694096
10967,7,5,0.7,0.6,0.1,5,0.1,10,1,0.672785379588604,0.0,0.0
10968,7,5,0.7,0.6,0.1,5,0.1,100,1,0.672785379588604,0.0,0.0
10969,7,5,0.7,0.6,0.1,5,1,0,50,0.6454340737313033,0.7236842105263158,0.7123893805309734
10970,7,5,0.7,0.6,0.1,5,1,0.001,50,0.6454331078007818,0.7236842105263158,0.7123893805309734
10971,7,5,0.7,0.6,0.1,5,1,0.01,26,0.6478560135513544,0.6842105263157895,0.676628010704728
10972,7,5,0.7,0.6,0.1,5,1,0.1,50,0.6500583458691835,0.7105263157894737,0.680052956751986
10973,7,5,0.7,0.6,0.1,5,1,1,24,0.655185571834445,0.5657894736842105,0.576076993583868
10974,7,5,0.7,0.6,0.1,5,1,10,1,0.672785379588604,0.0,0.0
10975,7,5,0.7,0.6,0.1,5,1,100,1,0.672785379588604,0.0,0.0
10976,7,5,0.7,0.6,0.1,5,10,0,25,0.6601116177439689,0.2894736842105263,0.3356299212598425
